prompt,model,model_family,base_or_instruct,model_output,yes_prob,no_prob,odds_ratio
"Is a ""chatbot"" a ""service""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""chatbot"" a ""software""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""chatbot"" a ""software program""? Answer either 'Yes'",0.5441702008247375,0.43047410249710083,1.264118323653169
"Is ""plagiarism"" a form of ""theft""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""blog"" a ""website""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""blog"" a ""journal""? Answer either 'Yes' or 'No', without",0.5450182557106018,0.43114495277404785,1.264118371800196
"Is ""remote viewing"" of an event ""attending"" it?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""remote viewing"" of an event ""participating"" it? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""remote viewing"" of an event ""watching"" it? Answer",0.5492566823959351,0.4211297035217285,1.304245883875526
"Is ""whistling"" a form of ""music""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""whistling"" a form of ""music""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""whistling"" a form of ""music""? Answer either",0.5303491950035095,0.4465988278388977,1.187529303580759
"Is ""caching"" data in computer memory ""storing"" that data?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is ""running"" a ""process""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""running"" a ""process""? Answer either 'Yes' or 'No', without",0.4513610303401947,0.5114590525627136,0.8824969038647529
"Is a ""waterway"" a form of ""roadway""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""waterway"" a form of ""railway""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""waterway"" a form of ""airway""?",0.5191183686256409,0.4581203758716583,1.1331483949778978
"Is a ""deepfake"" a ""portrait""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""video"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""video"" a ""publication""? Answer either 'Yes' or 'No'",0.40405794978141785,0.569813072681427,0.7091061422652195
"Is ""humming"" a form of ""singing""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""humming"" a form of ""singing""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""humming"" a form of ""singing""? Answer either 'Yes",0.5330262184143066,0.4418942630290985,1.2062302297398397
"Is ""liking"" a social media post ""endorsing"" it?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""liking"" a social media post ""appreciating"" it? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""liking"" a social media post ""appreciating""",0.5457119941711426,0.425000935792923,1.2840253943276838
"Is ""herding"" animals a form of ""transporting"" them?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is ""breaking"" a ""violence""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""breaking"" a ""violence""? Answer either 'Yes' or",0.4359697997570038,0.5425732135772705,0.8035225271859374
"Is an ""NFT"" a ""security""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""block"" a ""blockchain""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""blockchain"" a ""database""? Answer either 'Yes' or",0.49299293756484985,0.4778251349925995,1.0317434171236832
"Is ""sleeping"" an ""activity""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""blog"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""blog"" a ""publication""? Answer either 'Yes' or 'No'",0.4981059432029724,0.4827808141708374,1.0317434508213743
"Is a ""driverless car"" a ""motor vehicle operator""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""car"" a ""motor vehicle""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""car"" a ""motor vehicle""? Answer either 'Yes' or",0.4890865385532379,0.4890865385532379,1.0
"Is a ""subscription fee"" a form of ""purchase""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""credit card"" a form of ""payment""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""credit card"" a form of ""payment""? Answer either",0.5204538702964783,0.45929890871047974,1.133148501827919
"Is ""mentoring"" someone a form of ""supervising"" them?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""work"" a ""job""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""work"" a ""job""? Answer either 'Yes' or 'No', without",0.491241455078125,0.48362547159194946,1.0157476889319044
"Is a ""biometric scan"" a form of ""signature""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""biometric scan"" a form of ""signature""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""biometric scan"" a form of ""signature",0.4658825397491455,0.5116718411445618,0.9105104136803974
"Is a ""digital wallet"" a ""bank account""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""blog"" a ""website""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""website"" a ""publication""? Answer either 'Yes' or 'No'",0.44513794779777527,0.5286144018173218,0.8420844121299702
"Is ""dictation"" a form of ""writing""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""blog"" a ""website""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""blog"" a ""journal""? Answer either 'Yes' or 'No', without",0.5228205323219299,0.45423436164855957,1.1509929156932328
"Is a ""virtual tour"" a form of ""inspection""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""virtual tour"" a form of ""inspection""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""virtual tour"" a form of ""inspection""?",0.4746977686882019,0.5053131580352783,0.939413037518926
"Is ""bartering"" a form of ""payment""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""beer"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""beer"" a ""food""? Answer either 'Yes' or 'No',",0.515496015548706,0.46208763122558594,1.1155806403678585
"Is a ""nest"" a form of ""dwelling""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""beer"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""beer"" a ""drink""? Answer either 'Yes' or",0.5434654951095581,0.43668678402900696,1.244520134306282
"Is a ""QR code"" a ""document""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""web page"" a ""document""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""web page"" a ""publication""? Answer either 'Yes' or",0.47606101632118225,0.4989076256752014,0.9542067345170371
"Is a ""tent"" a ""building""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""telephone"" a ""communication device""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""television"" a ""communication device""? Answer either 'Yes",0.46622663736343384,0.5120497941970825,0.9105103500617523
"Is a ""whisper"" a form of ""speech""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""whisper"" a ""private communication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""whisper"" a ""private communication""? Answer either",0.5403017401695251,0.43414464592933655,1.24452010461386
"Is ""hiking"" a form of ""travel""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""blog"" a ""website""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""blog"" a ""journal""? Answer either 'Yes' or 'No', without",0.5773096084594727,0.4030270576477051,1.4324338713856573
"Is a ""recipe"" a form of ""instruction""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""blog"" a form of ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""website"" a form of ""publication""? Answer either 'Yes",0.5986088514328003,0.3804989159107208,1.5732209118126794
"Is ""daydreaming"" a form of ""thinking""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""beer"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""beer"" a ""drink""? Answer either 'Yes' or 'No'",0.5393160581588745,0.43335264921188354,1.2445200442173394
"Is ""gossip"" a form of ""news""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""news media"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""news media"" a ""publication""? Answer either 'Yes' or 'No'",0.5312244892120361,0.4404005706310272,1.2062302472743667
"Is a ""mountain"" a form of ""hill""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""mountain"" a form of ""mountain""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""mountain"" a form of ""mountain""?",0.4989573061466217,0.4761084020137787,1.0479909701996433
"Is ""walking"" a form of ""exercise""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""walking"" a form of ""transportation""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is ""walking"" a form of ""activity""? Answer either 'Yes",0.5835495591163635,0.39484938979148865,1.4779041685350542
"Is a ""candle"" a ""lamp""?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is a ""book"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""book"" a ""publication""? Answer either 'Yes' or 'No'",0.4727698862552643,0.5032609105110168,0.939413088481695
"Is a ""trail"" a ""road""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""trail"" a ""path""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""trail"" a ""path""? Answer either 'Yes' or 'No', without",0.501046895980835,0.47810229659080505,1.0479909834226702
"Is ""repainting"" a house ""repairing"" it?",bigscience/bloom-7b1,bloom,base,"No.

Question: Is ""repainting"" a house ""repairing"" it? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""repainting"" a house ""repairing"" it?",0.44009631872177124,0.530857503414154,0.8290291008252463
"Is ""kneeling"" a form of ""sitting""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is ""beer"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""beer"" a ""drink""? Answer either 'Yes' or 'No'",0.5111932754516602,0.4654467701911926,1.0982851492162597
"Is a ""mask"" a form of ""clothing""?",bigscience/bloom-7b1,bloom,base,"Yes.

Question: Is a ""mask"" a ""medical device""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""mask"" a ""medical device""? Answer either 'Yes' or",0.5203297734260559,0.45918941497802734,1.1331484491012367
"Is a ""screenshot"" a ""photograph""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6511521339416504,0.3485366404056549,1.8682458555398573
"Is ""advising"" someone ""instructing"" them?",bigscience/bloomz-7b1,bloomz,instruct,No,0.34501487016677856,0.6547231078147888,0.5269630261230646
"Is an ""algorithm"" a ""procedure""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6184750199317932,0.3810313940048218,1.6231602688464213
"Is a ""drone"" an ""aircraft""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.733852744102478,0.2657838463783264,2.7610885842094604
"Is ""reading aloud"" a form of ""performance""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.48422470688819885,0.5154545307159424,0.9394130384607023
"Is ""training"" an AI model ""authoring"" content?",bigscience/bloomz-7b1,bloomz,instruct,No,0.23360700905323029,0.7659679055213928,0.3049827641201422
"Is a ""wedding"" a ""party""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6510484218597412,0.34848111867904663,1.8682459018945041
"Is ""streaming"" a video ""broadcasting"" that video?",bigscience/bloomz-7b1,bloomz,instruct,No,0.484028160572052,0.515245258808136,0.9394131285976405
"Is ""braiding"" hair a form of ""weaving""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.18708688020706177,0.8126683235168457,0.2302130829923798
"Is ""digging"" a form of ""construction""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.43003809452056885,0.5697079300880432,0.7548395797371301
"Is a ""smartphone"" a ""computer""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.4763186573982239,0.5231336951255798,0.910510375906645
"Is a ""cactus"" a ""tree""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.4647364020347595,0.5349082946777344,0.8688150972023134
"Is a ""bonus"" a form of ""wages""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.3664114773273468,0.6331022381782532,0.5787556183369261
"Is ""forwarding"" an email ""sending"" that email?",bigscience/bloomz-7b1,bloomz,instruct,No,0.3664487600326538,0.6331666707992554,0.5787556056450038
"Is a ""chatbot"" a ""service""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6616058945655823,0.33791524171829224,1.9579048615899346
"Is ""plagiarism"" a form of ""theft""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6000083684921265,0.39969179034233093,1.501177614827232
"Is ""remote viewing"" of an event ""attending"" it?",bigscience/bloomz-7b1,bloomz,instruct,No,0.3379189074039459,0.6616130471229553,0.51075006587823
"Is ""whistling"" a form of ""music""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.7151933908462524,0.28448429703712463,2.5139995363361693
"Is ""caching"" data in computer memory ""storing"" that data?",bigscience/bloomz-7b1,bloomz,instruct,No,0.21726693212985992,0.7824082970619202,0.27768996436481463
"Is a ""waterway"" a form of ""roadway""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.2844763994216919,0.715173602104187,0.39777251087666565
"Is a ""deepfake"" a ""portrait""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.33434104919433594,0.6649165749549866,0.5028315758514068
"Is ""humming"" a form of ""singing""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.4530923068523407,0.5465336441993713,0.829029121374742
"Is ""liking"" a social media post ""endorsing"" it?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.5924414396286011,0.407178670167923,1.4549913417229705
"Is ""herding"" animals a form of ""transporting"" them?",bigscience/bloomz-7b1,bloomz,instruct,No,0.34852832555770874,0.6511366367340088,0.5352614273186468
"Is an ""NFT"" a ""security""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.5036683082580566,0.49585968255996704,1.015747651952214
"Is ""sleeping"" an ""activity""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.607342004776001,0.39212945103645325,1.5488303752006147
"Is a ""driverless car"" a ""motor vehicle operator""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.3520207107067108,0.647465169429779,0.5436905756903256
"Is a ""subscription fee"" a form of ""purchase""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.34145885705947876,0.6581791639328003,0.5187931733043155
"Is ""mentoring"" someone a form of ""supervising"" them?",bigscience/bloomz-7b1,bloomz,instruct,No,0.22810035943984985,0.7716535329818726,0.29559944935184834
"Is a ""biometric scan"" a form of ""signature""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.20683324337005615,0.7928728461265564,0.26086559071924875
"Is a ""digital wallet"" a ""bank account""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.31056228280067444,0.6890125274658203,0.4507353210875842
"Is ""dictation"" a form of ""writing""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6111481785774231,0.3884694278240204,1.5732207859978053
"Is a ""virtual tour"" a form of ""inspection""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.27817466855049133,0.7215301990509033,0.3855343392645252
"Is ""bartering"" a form of ""payment""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.4337254464626312,0.5656846165657043,0.7667266065953801
"Is a ""nest"" a form of ""dwelling""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.4725087881088257,0.5271216630935669,0.8963941746119299
"Is a ""QR code"" a ""document""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6111300587654114,0.38845786452293396,1.5732209708662783
"Is a ""tent"" a ""building""?",bigscience/bloomz-7b1,bloomz,instruct,No,0.41098055243492126,0.5887024402618408,0.698112534155841
"Is a ""whisper"" a form of ""speech""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6221458911895752,0.3773505687713623,1.648721222854536
"Is ""hiking"" a form of ""travel""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6185958385467529,0.38110584020614624,1.6231602176763928
"Is a ""recipe"" a form of ""instruction""?",bigscience/bloomz-7b1,bloomz,instruct,Yes,0.6111351251602173,0.3884611129760742,1.573220857238953
